Problem type:
least_squares
nparams:
24
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7),x(8),x(9),x(10),x(11),x(12),x(13),x(14),x(15),x(16),x(17),x(18),x(19),x(20),x(21),x(22),x(23),objective_function
    40,  8.0800e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976177622646712e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361370303370239e-02
    41,  8.2912e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834872853504074e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361369044038989e-02
    42,  8.4947e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380957585128500e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361399569950343e-02
    43,  8.7007e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198959293647891e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361273414081189e-02
    44,  8.9092e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1083112144562621e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361351031490522e-02
    45,  9.1263e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0316411749526285e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361374430139471e-02
    46,  9.3579e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480389393980259e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361340042073549e-02
    47,  9.5881e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389857465560471e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361337752204921e-02
    48,  9.7914e+01,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324685792759472e-03, -9.6159882855187609e-05, -4.6706231102360389e-05,  8.7361387582529149e-02
    49,  1.0002e+02,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6174784016381457e-05, -4.6706231102360389e-05,  8.7361371844022026e-02
    50,  1.0212e+02,  1.7465316839811668e-01, -7.6855995951091247e-03,  2.5150467147422029e-02, -1.0341256489591831e-02,  1.5762445011574283e-01,  1.3351195247517244e-04, -3.5006484018009171e-04, -1.2166863784897281e-02,  2.6978758245166198e-02,  5.0881509503355390e-03,  5.3322975209263768e-05, -5.3109395139031334e-05,  1.7445508095843665e-01, -7.0976028611034773e-03, -2.4834857952342880e-02,  7.0380808573516562e-03,  1.6198957803531772e-01, -3.1082963132950682e-03, -2.0314921633406900e-04, -2.7480240382368321e-03,  2.2389842564399277e-02,  5.2324536781147533e-03, -9.6159882855187609e-05, -4.6721132263554237e-05,  8.7361373323465663e-02
    51,  1.1474e+02,  1.4716823332138371e-01,  1.3846475168072607e-02,  3.8618724785069225e-02, -1.4352475650170388e-01,  1.4898229211699351e-01,  8.6716796639011175e-05,  5.6573453870897294e-03, -3.1525356954523180e-02,  4.0704474243043728e-02,  4.0655769066919728e-02, -8.0666779910668739e-03, -4.6563065543821771e-03,  1.5122988095340467e-01,  9.9218790029027733e-03, -3.7824723453590746e-02,  9.2675685174417918e-02,  1.8826075261521982e-01, -4.6666500910494228e-04,  2.8491121284001486e-03, -1.8175746889108162e-02,  2.1135706481926433e-02,  4.3116645779290697e-02, -8.8214121316813401e-03, -3.0213237053083805e-03,  1.0100000000000000e+27
    52,  1.1713e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357841540759546e-02
    53,  1.1938e+02,  1.7255859727699491e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357842656534498e-02
    54,  1.2169e+02,  1.7255858237583371e-01, -2.8434434247141425e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357842433006951e-02
    55,  1.2416e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042477317523469e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357863113600199e-02
    56,  1.2645e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887723365580064e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357834171380765e-02
    57,  1.2878e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605979311960400e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357789324925317e-02
    58,  1.3113e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499999457036082e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357828359076548e-02
    59,  1.3401e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4783857431292122e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357840948541598e-02
    60,  1.3635e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900520889529967e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357832272280447e-02
    61,  1.3836e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099312462450427e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357828361962000e-02
    62,  1.4036e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926810493599552e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357845181826404e-02
    63,  1.4233e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022232982665965e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357835419359770e-02
    64,  1.4418e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8229217617659541e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357840710701392e-02
    65,  1.4609e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443187640225549e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357842842223067e-02
    66,  1.4800e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602663937284434e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357842712819367e-02
    67,  1.4992e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275381512711468e-02,  1.9292132222659700e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357865582811802e-02
    68,  1.5190e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292147123820894e-02,  1.7037990687725263e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357870356146817e-02
    69,  1.5380e+02,  1.7255858237583371e-01, -2.8434285235529487e-03,  5.1042462416362275e-02, -2.9887708464418870e-02,  1.6605977821844281e-01, -1.7499850445424144e-03, -3.4782367315172737e-04, -1.4900505988368774e-02,  2.9099297561289234e-02,  7.6926661481987613e-03, -3.7022083971054026e-03,  2.8227727501540156e-04,  1.7443186150109430e-01, -1.2602514925672496e-03, -4.6275366611550274e-02,  1.9292132222659700e-02,  1.7037992177841382e-01, -4.5150923485846135e-03,  4.3500929642978635e-04, -8.9815653185465177e-03,  1.8713336010979277e-02,  1.0607979555190387e-02, -3.5121777697913253e-03, -1.8871861309789173e-04,  1.6357789448382794e-02
